,timestamp,totalStockholderEquity,netTangibleAssets,intangibleAssets,capitalSurplus,totalLiab,minorityInterest,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable
0,2020-06-30,64673200000,57946700000,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020-03-31,64673200000,57946700000,907500000.0,7378800000.0,178533300000.0,469400000.0,12341200000.0,243675900000.0,850000000.0,1530200000.0,53836800000.0,144913700000.0,5819000000.0,2607600000.0,4837800000.0,3314700000.0,32515500000.0,161000000.0,32700000.0,2607600000.0,29807200000.0,54099500000.0,148204900000.0,1607800000.0,14828000000.0,88500000.0,24145600000.0,16055700000.0
2,2019-12-31,65017700000,58356400000,,,,,,,,,,,,,,,,,,,,,,,,,,
